% data_file
@RELATION entity

@attribute Checked {Yes,No,Y,N}
@attribute Sentence string
@attribute Marked {Y,N}
@attribute By string
@attribute Speaker string
@attribute Party {R,D}
@attribute DebateId numeric
@attribute ID numeric
@attribute Id_1 numeric
@ATTRIBUTE entype_PERSON NUMERIC
@ATTRIBUTE entype_LOCATION NUMERIC
@ATTRIBUTE entype_ORGANIZATION NUMERIC
@ATTRIBUTE entype_MISC NUMERIC
@ATTRIBUTE entype_MONEY NUMERIC
@ATTRIBUTE entype_NUMBER NUMERIC
@ATTRIBUTE entype_ORDINAL NUMERIC
@ATTRIBUTE entype_PERCENT NUMERIC
@ATTRIBUTE entype_DATE NUMERIC
@ATTRIBUTE entype_TIME NUMERIC
@ATTRIBUTE entype_DURATION NUMERIC
@ATTRIBUTE entype_SET NUMERIC
@ATTRIBUTE class_label_1 {0, 1}

@DATA
No,'And it\'s...',?,None,CLINTON,D,12,726,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, but all -- well, on a state level, a state as big as many countries in the world.',?,None,CLINTON,D,12,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And it has not had the ill effects that the Republicans are always saying it will have.',?,None,CLINTON,D,12,728,1,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'And I think this is -- this is typical Republican scare tactics.',?,None,CLINTON,D,12,728,2,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'We can design a system and pay for it that does not put the burden on small businesses.',?,None,CLINTON,D,12,728,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I remember as a young mother, you know, having a baby wake up who was sick and I\'m supposed to be in court, because I was practicing law.',?,None,CLINTON,D,12,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I know what it\'s like.',?,None,CLINTON,D,12,729,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I think we need to recognize the incredible challenges that so many parents face, particularly working moms.',?,None,CLINTON,D,12,729,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I see my good friend, Senator Gillibrand, in the front row.',?,None,CLINTON,D,12,730,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'She\'s been a champion of this.',?,None,CLINTON,D,12,730,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We need to get a consensus through this campaign, which is why I\'m talking about it everywhere I go, and we need to join the rest of the advanced world in having it.',?,None,CLINTON,D,12,730,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, look, you know, when people say that -- it\'s always the Republicans or their sympathizers who say, \"You can\'t have paid leave, you can\'t provide health care.\"',?,None,CLINTON,D,12,732,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'They don\'t mind having big government to interfere with a woman\'s right to choose and to try to take down Planned Parenthood.',?,None,CLINTON,D,12,732,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They\'re fine with big government when it comes to that.',?,None,CLINTON,D,12,732,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m sick of it.',?,None,CLINTON,D,12,732,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, we can do these things.',?,None,CLINTON,D,12,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We should not be paralyzed -- we should not be paralyzed by the Republicans and their constant refrain, \"big government this, big government that,\" that except for what they want to impose on the American people.',?,None,CLINTON,D,12,736,0,0,0,0,2,0,0,0,0,0,0,0,0,0
No,'I know we can afford it, because we\'re going to make the wealthy pay for it.',?,None,CLINTON,D,12,736,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That is the way to get it done.',?,None,CLINTON,D,12,736,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Yeah, Dana, here\'s the point: Every other major country on Earth, every one, including some small countries, say that when a mother has a baby, she should stay home with that baby.',?,None,SANDERS,D,12,738,0,1,1,0,0,0,1,0,0,0,0,0,0,0
No,'We are the only major country.',?,None,SANDERS,D,12,738,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That is an international embarrassment that we do not provide family -- paid family and medical leave.',?,None,SANDERS,D,12,738,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Second of all, the secretary is right.',?,None,SANDERS,D,12,740,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'Republicans tell us we can\'t do anything except give tax breaks to billionaires and cut Social Security, Medicare, and Medicaid.',?,None,SANDERS,D,12,740,1,0,0,3,2,0,0,0,0,0,0,0,0,0
No,'That\'s not what the American people want.',?,None,SANDERS,D,12,740,2,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'Anderson, in our state, we actually expanded family leave.',?,None,OMALLEY,D,12,742,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I have to agree with Secretary Clinton and Senator Sanders.',?,None,OMALLEY,D,12,742,1,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'Look, the genius of our nation is that we find ways in every generation to include more of our people more fully in the economic life of our country, and we need to do that for our families, and especially so that women aren\'t penalized in having to drop out of the workforce.',?,None,OMALLEY,D,12,742,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'My wife, Katie, is here with our four kids.',?,None,OMALLEY,D,12,742,3,1,0,0,0,0,1,0,0,0,0,0,0,0
No,'And, man, that was a juggle when we had little kids and -- and keeping jobs and moving forwards.',?,None,OMALLEY,D,12,742,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We would be a stronger nation economically if we had paid family leave.',?,None,OMALLEY,D,12,742,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I suspect I would vote yes.',?,None,SANDERS,D,12,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'And I would vote yes because I am seeing in this country too many lives being destroyed for non-violent offenses.',N,factcheck.org,SANDERS,D,12,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'We have a criminal justice system that lets CEOs on Wall Street walk away, and yet we are imprisoning or giving jail sentences to young people who are smoking marijuana.',Y,factcheck.org,SANDERS,D,12,748,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Yes,'I think we have to think through this war on drugs...',N,factcheck.org,SANDERS,D,12,748,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'...which has done an enormous amount of damage.',?,None,SANDERS,D,12,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We need to rethink our criminal justice system, we we\'ve got a lot of work to do in that area.',?,None,SANDERS,D,12,750,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Juan Carlos?',?,None,OMALLEY,D,12,751,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,No.,?,None,CLINTON,D,12,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I think that we have the opportunity through the states that are pursuing recreational marijuana to find out a lot more than we know today.',?,None,CLINTON,D,12,756,1,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'I do support the use of medical marijuana, and I think even there we need to do a lot more research so that we know exactly how we\'re going to help people for whom medical marijuana provides relief.',?,None,CLINTON,D,12,756,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'So, I think we\'re just at the beginning, but I agree completely with the idea that we have got to stop imprisoning people who use marijuana.',?,None,CLINTON,D,12,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Therefore, we need more states, cities, and the federal government to begin to address this so that we don\'t have this terrible result that Senator Sanders was talking about where we have a huge population in our prisons for nonviolent, low-level offenses that are primarily due to marijuana.',?,None,CLINTON,D,12,757,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'The Republican party, since I\'ve been in the Senate, and since President Obama has been in office, has played a terrible, terrible role of being total obstructionists.',?,None,SANDERS,D,12,761,0,1,0,3,0,0,0,0,0,0,0,0,0,0
No,'Every effort that he has made, that some of us have made, they have said no, no, no.',?,None,SANDERS,D,12,761,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Now, in my view, the only way we can take on the right wing republicans who are, by the way, I hope will not continue to control the Senate and the House when one of us elected President...',?,None,SANDERS,D,12,762,0,0,0,2,0,0,1,0,0,1,0,0,0,0
No,'...But the only way we can get things done is by having millions of people coming together.',?,None,SANDERS,D,12,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'If we want free tuition at public colleges and universities, millions of young people are going to have to demand it, and give the Republicans an offer they can\'t refuse.',?,None,SANDERS,D,12,764,1,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'If we want to raise the minimum wage to $15 bucks an hour, workers are going to have to come together and look the Republicans in the eye, and say, \"We know what\'s going on.',?,None,SANDERS,D,12,765,0,0,0,0,1,3,0,0,0,0,0,2,0,0
No,'You vote against us, you are out of your job.\"',?,None,SANDERS,D,12,765,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I guess the coal lobby.',?,None,CHAFEE,D,12,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'ve worked hard for climate change and I want to work with the coal lobby.',?,None,CHAFEE,D,12,774,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But in my time in the Senate, tried to bring them to the table so that we could address carbon dioxide.',?,None,CHAFEE,D,12,774,2,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'I\'m proud to be at odds with the coal lobby.',?,None,CHAFEE,D,12,774,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The National Rifle Association.',?,None,OMALLEY,D,12,776,0,0,0,3,0,0,0,0,0,0,0,0,0,0
No,'Well, in addition to the NRA, the health insurance companies, the drug companies, the Iranians.',?,None,CLINTON,D,12,779,0,0,0,1,1,0,0,0,0,0,0,0,0,0
No,'Probably the Republicans.',?,None,CLINTON,D,12,781,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,(LAUGHTER),?,None,CLINTON,D,12,781,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'As someone who has taken on probably every special interest that there is in Washington, I would lump Wall Street and the pharmaceutical industry at the top of my life of people who do not like me.',?,None,SANDERS,D,12,784,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I\'d have to say the enemy soldier that threw the grenade that wounded me, but he\'s not around right now to talk to.',?,None,WEBB,D,12,787,0,0,0,0,0,0,0,0,0,2,0,0,0,0
No,'Thank you, Anderson.',?,None,CHAFEE,D,12,790,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'Thank you, CNN.',?,None,CHAFEE,D,12,790,1,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'And thank you, Facebook, for sponsoring this debate.',?,None,CHAFEE,D,12,790,2,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'America has many challenges confronting us -- ending the perpetual wars, addressing climate change, addressing income inequality, funding education, funding infrastructure, funding healthcare, helping black Americans, helping Native Americans.',?,None,CHAFEE,D,12,791,0,0,1,0,3,0,0,0,0,0,0,0,0,0
No,'We have many challenges.',?,None,CHAFEE,D,12,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Who is best able to confront these challenges?',?,None,CHAFEE,D,12,791,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'ve served in government at many levels.',?,None,CHAFEE,D,12,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I know what it\'s like to solve problems at the local level because I did it as mayor.',?,None,CHAFEE,D,12,792,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I know how to get legislation passed through Congress because I did it as a senator.',?,None,CHAFEE,D,12,792,2,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'I know how to turn around a state because I did as governor of Rhode Island.',?,None,CHAFEE,D,12,792,3,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'But what I\'m most proud of is that in 30 years of public service, I have had no scandals.',?,None,CHAFEE,D,12,793,0,0,0,0,0,0,0,0,0,0,0,2,0,0
No,'I have high ethical standards.',?,None,CHAFEE,D,12,793,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And what I\'m most proud of is my judgment, particularly in the Iraq war vote.',?,None,CHAFEE,D,12,793,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'There was a lot of pressure -- political pressure, public pressure.',?,None,CHAFEE,D,12,793,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But I did my homework and I did not believe that the evidence was there that Saddam Hussein had weapons of mass destruction.',?,None,CHAFEE,D,12,793,4,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'And we live now with the consequences.',?,None,CHAFEE,D,12,793,5,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'So that kind of judgment is what we want in a president going forward.',?,None,CHAFEE,D,12,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I\'m running for president to end the wars.',?,None,CHAFEE,D,12,794,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I want to be the peacemaker.',?,None,CHAFEE,D,12,794,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I am a proven peacemaker.',?,None,CHAFEE,D,12,794,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Please go to Chafee 2016 to learn more about me.',?,None,CHAFEE,D,12,794,4,1,0,0,0,0,0,0,0,1,0,0,0,0
No,'Thank you.',?,None,CHAFEE,D,12,794,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Thank you.',?,None,WEBB,D,12,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Ladies and gentlemen, it\'s been a pleasure to be with you tonight.',?,None,WEBB,D,12,797,1,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'You\'ve heard a lot of promises up here; you\'ve heard a lot of rhetoric.',?,None,WEBB,D,12,797,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They all seem to happen during campaigns, and then once the election\'s over, people start from scratch again and try to get things done.',?,None,WEBB,D,12,797,3,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'One of the things I can promise you, if you look at my record, in and out of government, is that I\'ve always been willing to take on a complicated, something unpopular issues, and work them through, the complex issues, and work them through in order to have the solution.',?,None,WEBB,D,12,798,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'We did it with criminal justice reform.',?,None,WEBB,D,12,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'ve had a lot of discussion here about criminal justice reform.',?,None,WEBB,D,12,799,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We did it in other ways.',?,None,WEBB,D,12,799,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We need a national political strategy for our economy, for our social policy, for social justice, and, by the way, for how you run and manage the most complex bureaucracy in the world, which is the federal government.',?,None,WEBB,D,12,799,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I know how to lead.',?,None,WEBB,D,12,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I did it in Vietnam, I did it in the Pentagon, I did it in the Senate, and if you will help me overcome this cavalcade of -- of financial irregularities and money that is poisoning our political process, I am ready to do that for you in the White House.',?,None,WEBB,D,12,800,1,0,1,4,0,0,0,0,0,0,0,0,0,0
No,'Anderson, thank you.',?,None,OMALLEY,D,12,803,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'I am very, very grateful to have been able to be on this stage with this distinguished group of candidates tonight.',?,None,OMALLEY,D,12,804,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'And what you heard tonight, Anderson, was a very, very -- and all of you watching at home -- was a very, very different debate than from the sort of debate you heard from the two presidential Republican debates.',?,None,OMALLEY,D,12,804,1,1,0,0,1,0,1,0,0,1,0,0,0,0
No,'On this stage -- on this stage, you didn\'t hear anyone denigrate women, you didn\'t hear anyone make racist comments about new American immigrants, you didn\'t hear anyone speak ill of another American because of their religious belief.',?,None,OMALLEY,D,12,806,0,0,0,0,2,0,0,0,0,0,0,0,0,0
No,'What you heard instead on this stage tonight was an honest search for the answers that will move our country forward, to move us to a 100 percent clean electric energy grid by 2050, to take the actions that we have always taken as Americans so that we can actually attack injustice in our country, employ more of our people, rebuild our cities and towns, educate our children at higher and better levels, and include more of our people in the economic, social, and political life of our country.',?,None,OMALLEY,D,12,807,0,0,0,0,1,0,0,0,2,2,0,0,0,0
No,'I truly believe that we are standing on the threshold of a new era of American progress.',?,None,OMALLEY,D,12,808,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'Unless you\'ve become discouraged about our gridlock in Congress, talk to our young people under 30, because you\'ll never find among them people that want to bash immigrants or people that want to deny rights to gay couples.',?,None,OMALLEY,D,12,808,1,0,0,1,0,0,1,0,0,0,0,0,0,0
No,'That tells me we are moving to a more connected, generous, and compassionate place, and we need to speak to the goodness within our country.',?,None,OMALLEY,D,12,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'This is a great country, but we have many, many serious problems.',N,factcheck.org,SANDERS,D,12,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'We should not be the country that has the highest rate of childhood poverty of any major country and more wealth and income inequality than any other country.',Y,factcheck.org,SANDERS,D,12,814,1,0,0,0,0,0,0,0,0,0,0,0,0,1
No,'We should not be the only major country on Earth that does not guarantee health care to all of our people as a right of citizenship and we should not be the only major country that does not provide medical and -- and parental leave -- family and parental leave to all of our families.',?,None,SANDERS,D,12,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Now, at the end of our day, here is the truth that very few candidates will say, is that nobody up here, certainly no Republican, can address the major crises facing our country unless millions of people begin to stand up to the billionaire class that has so much power over our economy and our political life.',?,None,SANDERS,D,12,816,0,0,0,0,1,0,0,0,0,1,0,1,0,0
No,'Jim Webb is right: Money is pouring in to this campaign through super PACs.',?,None,SANDERS,D,12,817,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'We are doing it the old-fashioned way: 650,000 individual contributions.',?,None,SANDERS,D,12,817,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'And if people want to help us out, BernieSanders.com.',?,None,SANDERS,D,12,817,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We are averaging $30 bucks apiece.',?,None,SANDERS,D,12,817,3,0,0,0,0,2,0,0,0,0,0,0,0,0
No,'We would appreciate your help.',?,None,SANDERS,D,12,817,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Thank you very much, Anderson.',?,None,CLINTON,D,12,820,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'And thanks to all the viewers who tuned in tonight.',?,None,CLINTON,D,12,820,1,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'I think what you did see is that, in this debate, we tried to deal with some of the very tough issues facing our country.',?,None,CLINTON,D,12,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s in stark contrast to the Republicans who are currently running for president.',?,None,CLINTON,D,12,821,1,0,0,0,1,0,0,0,0,1,0,0,0,0
No,'What you have to ask yourself is: Who amongst us has the vision for actually making the changes that are going to improve the lives of the American people?',?,None,CLINTON,D,12,822,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'Who has the tenacity and the ability and the proven track record of getting that done?',?,None,CLINTON,D,12,822,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Now, I revere my late mother, and she gave me a lot of good advice.',?,None,CLINTON,D,12,823,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'But one of the best pieces of advice she gave me was, you know, the issue is not whether or not you get knocked down.',?,None,CLINTON,D,12,823,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'It\'s whether you get back up.',?,None,CLINTON,D,12,823,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'America\'s been knocked down.',?,None,CLINTON,D,12,824,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'That Great Recession, 9 million people lost their jobs, 5 million lost their homes, $13 trillion in wealth disappeared.',?,None,CLINTON,D,12,824,1,0,0,0,0,3,4,0,0,0,0,0,0,0
No,'And although we\'ve made progress, we\'re standing but not running the way America needs to.',?,None,CLINTON,D,12,824,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'My mission as president will be to raise incomes for hard-working middle-class families and to make sure that we get back to the basic bargain I was raised with: If you work hard and you do your part, you should be able to get ahead and stay ahead.',?,None,CLINTON,D,12,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Please join me in this campaign.',?,None,CLINTON,D,12,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Please come and make it clear that America\'s best days are still ahead.',?,None,CLINTON,D,12,826,1,0,1,0,0,0,0,0,0,0,0,1,0,0
No,'Thank you very much.',?,None,CLINTON,D,12,826,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Good question, but I want to tell you, my great concern is that we are on the verge, perhaps, of picking someone who cannot do this job.',?,None,KASICH,R,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'ve watched to see people say that we should dismantle Medicare and Medicaid and leave the senior citizens out -- out in the -- in the cold.',?,None,KASICH,R,13,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0
No,'I\'ve heard them talk about deporting 10 or 11 -- people here from this country out of this country, splitting families.',?,None,KASICH,R,13,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0
No,'I\'ve heard about tax schemes that don\'t add up, that put our kids in -- in a deeper hole than they are today.',?,None,KASICH,R,13,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'We need somebody who can lead.',?,None,KASICH,R,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We need somebody who can balance budgets, cut taxes...',?,None,KASICH,R,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, frankly, I did it in Washington, in Ohio, and I will do it again in Washington, if I\'m president, to get this country moving again.',?,None,KASICH,R,13,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0
No,'Well, John, I don\'t really have any weaknesses that I can think of.',?,None,HUCKABEE,R,13,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'But my wife is down here in the front, and I\'m sure, if you\'d like to talk to her later, she can give you more than you\'ll ever be able to take care of.',?,None,HUCKABEE,R,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'If I have a weakness, it\'s that I try to live by the rules.',?,None,HUCKABEE,R,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I try to live by the rules, no matter what they are, and I was brought up that way as a kid.',?,None,HUCKABEE,R,13,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Play by the rules.',?,None,HUCKABEE,R,13,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I\'ll tell you what a weakness is of this country: there are a lot of people who are sick and tired because Washington does not play by the same rules that the American people have to play by.',?,None,HUCKABEE,R,13,16,0,0,1,0,1,0,0,0,0,0,0,0,0,0
No,'You know, I am by my nature impatient.',?,None,BUSH,R,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And this is not an endeavor that rewards that.',?,None,BUSH,R,13,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You gotta be patient.',?,None,BUSH,R,13,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You gotta be -- stick with it, and all that.',?,None,BUSH,R,13,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But also, I can\'t fake anger.',?,None,BUSH,R,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I believe this is still the most extraordinary country on the face of the Earth.',?,None,BUSH,R,13,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'And it troubles me that people are rewarded for tearing down our country.',?,None,BUSH,R,13,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It\'s never been that way in American politics before.',?,None,BUSH,R,13,19,3,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'I can\'t do it.',?,None,BUSH,R,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I just don\'t believe that this country\'s days are going to be deeply -- you know, going down.',?,None,BUSH,R,13,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0
No,'I think we\'re on the verge of the greatest time, and I want to fix the things to let people rise up.',?,None,BUSH,R,13,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Thank you for that question.',?,None,RUBIO,R,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I would begin by saying that I\'m not sure it\'s a weakness, but I do believe that I share a sense of optimism for America\'s future that, today, is eroding from too many of our people.',?,None,RUBIO,R,13,22,1,0,1,0,0,0,0,0,0,2,0,0,0,0
No,'I think there\'s a sense in this country today that somehow our best days are behind us.',?,None,RUBIO,R,13,23,0,0,0,0,0,0,0,0,0,1,0,1,0,0
No,'And that doesn\'t have to be true.',?,None,RUBIO,R,13,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Our greatest days lie ahead if we are willing to do what it takes now.',?,None,RUBIO,R,13,24,0,0,0,0,0,0,0,0,0,1,0,1,0,0
No,'If we\'re willing to do what it takes now, the 21st century is going to be the new American century, greater than any other era we\'ve had in the history of this great nation.',?,None,RUBIO,R,13,24,1,0,0,0,0,0,0,0,0,8,0,0,0,0
No,'I think maybe my greatest weakness is that I trust people too much.',?,None,TRUMP,R,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m too trusting.',?,None,TRUMP,R,13,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And when they let me down, if they let me down, I never forgive.',?,None,TRUMP,R,13,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I find it very, very hard to forgive people that deceived me.',?,None,TRUMP,R,13,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'So I don\'t know if you would call that a weakness, but my wife said \"let up.\"',?,None,TRUMP,R,13,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Probably in terms of the applying for the job of president, a weakness would be not really seeing myself in that position until hundreds of thousands of people began to tell me that I needed to do it.',?,None,CARSON,R,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I do, however, believe in Reagan\'s 11th commandment, and will not be engaging in awful things about my compatriots here.',?,None,CARSON,R,13,29,1,1,0,0,0,0,0,0,0,2,0,0,0,0
No,'And recognizing that it\'s so important, this election, because we\'re talking about America for the people versus America for the government.',?,None,CARSON,R,13,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'Well, gee, after the last debate, I was told that I didn\'t smile enough.',?,None,FIORINA,R,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,(LAUGHTER),?,None,FIORINA,R,13,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But I also think that these are very serious times; 75 percent of the American people think the federal government is corrupt.',?,None,FIORINA,R,13,34,0,0,0,0,1,0,0,0,2,0,0,0,0,0
No,'I agree with them.',?,None,FIORINA,R,13,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And this big powerful, corrupt bureaucracy works now only for the big, the powerful, the wealthy and the well-connected.',?,None,FIORINA,R,13,34,2,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'Meantime, wages have stagnated for 40 years.',?,None,FIORINA,R,13,34,3,0,0,0,0,0,0,0,0,0,0,2,0,0
No,'We have more Americans out of work or just Americans who quit looking for work for 40 years.',?,None,FIORINA,R,13,34,4,0,0,0,2,0,0,0,0,0,0,2,0,0
No,'Ours was intended to be a citizen government.',?,None,FIORINA,R,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'This is about more than replacing a D with an R. We need a leader who will help us take our government back.',?,None,FIORINA,R,13,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m too agreeable, easy going.',?,None,CRUZ,R,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, I think my biggest weakness is exactly the opposite.',?,None,CRUZ,R,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m a fighter.',?,None,CRUZ,R,13,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
